shipment_id,order_id,created_ts,origin_city,dest_city,hub_type,carrier,vehicle_type,status,distance_km,package_weight_kg,package_volume_cm3,promised_days,delivery_days,shipping_cost_ars,on_time,customer_rating,incident,seller_type,service_level,payment_method
SHP425419924290,ORD11079797524,2025-10-08 03:32:00,Tigre,Avellaneda,FULFILLMENT,Andreani,VAN,DELIVERED,52.39,0.917,8332,4,1.0,1663.25,1.0,4.3,NONE,PRO,NEXT_DAY,CASH
SHP222954686744,ORD38829060861,2025-10-10 04:52:00,CABA,Morón,FULFILLMENT,MOTOMENSAJERIA,MOTO,DELIVERED,27.61,1.198,2053,1,2.0,1342.35,0.0,3.4,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP974789052872,ORD72188180376,2026-01-26 19:04:00,Ituzaingó,San Miguel,FULFILLMENT,Correo Argentino,VAN,DELIVERED,14.48,0.738,3559,2,1.0,1241.22,1.0,5.0,NONE,PRO,STANDARD,TRANSFER
SHP331000136117,ORD23789456474,2025-04-16 06:35:00,Lanús,Merlo,FULFILLMENT,Andreani,VAN,DELIVERED,35.32,1.977,3109,7,2.0,1690.02,1.0,3.8,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP488077447673,ORD87489602426,2026-02-17 07:01:00,CABA,San Isidro,CROSS_DOCK,Mercado Envíos,MOTO,DELIVERED,7.77,0.914,4820,4,3.0,950.83,1.0,4.3,LOST,PRO,STANDARD,MERCADO_CREDITO
SHP705045862476,ORD13264098160,2025-10-27 18:23:00,Morón,Florencio Varela,CROSS_DOCK,Mercado Envíos,BIKE,DELIVERED,81.87,0.385,4272,4,4.0,2026.11,1.0,4.2,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP867392843310,ORD01917141840,2025-04-17 23:24:00,San Martín,Avellaneda,SORTING_CENTER,Mercado Envíos,VAN,CREATED,4.35,1.237,976,1,,584.96,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP074972079206,ORD37558753140,2025-02-05 04:41:00, Pilar,san martín,FULFILLMENT,Andreani,VAN,DELIVERED,50.52,0.885,4276,5,1.0,1911.96,1.0,4.3,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP939597913412,ORD11537491481,2025-05-27 09:28:00,CABA,Lanús,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,18.94,0.892,3353,1,3.0,1016.16,0.0,4.0,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP833812742790,ORD64397609229,2025-09-19 15:09:00,La Plata,,SORTING_CENTER,Mercado Envíos,TRUCK,DELIVERED,41.87,1.247,7802,2,3.0,1738.65,0.0,3.2,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP189830235208,ORD78124499090,2026-02-13 07:19:00,Ituzaingó,Escobar,SORTING_CENTER,Mercado Envíos,MOTO,RETURNED,11.86,0.793,,3,1.0,980.34,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP444584617955,ORD03928001876,2025-06-08 05:25:00,Quilmes,Vicente López,FULFILLMENT,Mercado Envíos,BIKE,IN_TRANSIT,9.51,0.781,3244,1,,722.96,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP750173313934,ORD02317706978,2025-09-22 04:56:00,San Miguel,CABA,SORTING_CENTER,Mercado Envíos,VAN,IN_TRANSIT,37.54,3.954,3728,1,,1602.74,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP900713474414,ORD75105296011,2025-07-21 00:50:00,Lanús,San Isidro,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,62.36,2.529,5038,1,2.0,2146.87,0.0,4.6,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP595461324976,ORD41399357549,2026-02-25 07:47:00,Ituzaingó,Lanús,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,17.15,3.081,1231,2,2.0,1309.96,1.0,5.0,NONE,PARTICULAR,STANDARD,TRANSFER
SHP541033841175,ORD90689992458,2025-06-04 08:20:00,Vicente López,Berazategui,SORTING_CENTER,OCA,VAN,DELIVERED,12.05,2.055,2737,1,3.0,939.45,0.0,4.2,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP563566060007,ORD01365630258,2025-01-13 14:34:00,Quilmes,Escobar,DROP_OFF,Correo Argentino,MOTO,DELIVERED,105.84,2.346,2964,1,3.0,,0.0,4.5,NONE,PRO,ECONOMY,CREDIT_CARD
SHP583090661732,ORD60313537181,2025-10-24 08:43:00,San Martín,CABA,CROSS_DOCK,Mercado Envíos,MOTO,RETURNED,15.65,1.692,3165,1,2.0,928.48,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP442364235158,ORD51327954985,2026-01-19 01:36:00,Lomas de Zamora,Vicente López,FULFILLMENT,OCA,TRUCK,CANCELLED,26.68,1.421,5548,10,2.0,1289.09,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP328732259343,ORD80567002480,2025-11-18 15:44:00,San Miguel,Ezeiza,FULFILLMENT,Mercado Envíos,TRUCK,CANCELLED,15.69,0.839,7723,2,1.0,1191.56,,,NONE,PRO,SAME_DAY,CASH
SHP978567307833,ORD18373406101,2025-03-26 12:48:00,Pilar,Vicente López,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,99.43,1.248,3315,3,4.0,2608.08,0.0,4.5,NONE,PARTICULAR,STANDARD,CASH
SHP904485705913,ORD32449242455,2025-10-07 10:58:00,Hurlingham,Morón,SORTING_CENTER,Mercado Envíos,VAN,CANCELLED,4.14,2.723,11605,5,2.0,693.64,,,NONE,PARTICULAR,NEXT_DAY,MERCADO_CREDITO
SHP239666898763,ORD72012484844,2025-09-02 07:21:00,Florencio Varela,San Miguel,SORTING_CENTER,OCA,MOTO,DELIVERED,67.31,0.912,782,1,4.0,2004.57,0.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP047393724386,ORD20980704190,2025-10-27 05:42:00,San Miguel,San Martin,FULFILLMENT,Urbano,MOTO,DELIVERED,14.31,2.801,2706,10,2.0,1565.84,1.0,4.6,NONE,PRO,STANDARD,DEBIT_CARD
SHP585032341309,ORD56698355620,2025-12-28 21:00:00,Vicente López,La Plata,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,49.5,0.999,11460,10,3.0,1848.93,1.0,3.9,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP928019775966,ORD42957669418,2025-12-20 09:43:00,Morón,Lomas de Zamora,CROSS_DOCK,Mercado Envíos,TRUCK,DELIVERED,,1.198,950,1,2.0,1152.08,0.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP765859737234,ORD71657906129,2025-11-12 20:49:00,San Isidro,La Plata,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,27.23,0.787,5812,5,1.0,1020.01,1.0,5.0,NONE,PRO,STANDARD,DEBIT_CARD
SHP669167665634,ORD42114591395,2025-01-09 02:05:00,Berazategui,Morón,DROP_OFF,MOTOMENSAJERIA,VAN,DELIVERED,35.72,0.553,12696,1,2.0,1090.74,0.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP685198905496,ORD51098109954,2026-01-21 21:23:00,Ezeiza,Ezeiza,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,13.71,1.275,2478,3,2.0,893.14,1.0,3.8,NONE,PRO,SAME_DAY,CASH
SHP629574014525,ORD40413897290,2025-09-04 15:03:00,caba,Berazategui,DROP_OFF,Mercado Envíos,MOTO,DELIVERED,49.51,1.234,2691,7,3.0,1658.93,1.0,5.0,NONE,PARTICULAR,NEXT_DAY,TRANSFER
SHP751881027867,ORD32228234771,2025-11-08 08:58:00,Tigre,AVELLANEDA,CROSS_DOCK,Correo Argentino,TRUCK,RETURNED,79.91,0.787,4311,2,2.0,1871.6,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP155076486994,ORD27671698139,2026-02-18 05:52:00,Lomas de Zamora,AvellanEda,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,34.28,0.99,4250,5,1.0,1431.85,1.0,4.4,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP340016963084,ORD71912896924,2025-10-05 13:30:00,Quilmes,Avellaneda,CROSS_DOCK,Mercado Envíos,MOTO,DELIVERED,29.81,0.509,983,1,2.0,1165.84,0.0,4.1,NONE,PRO,STANDARD,DEBIT_CARD
SHP559569556960,ORD63589338538,2025-08-26 14:36:00,LANÚS,Hurlingham,CROSS_DOCK,Mercado Envíos,MOTO,DELIVERED,89.29,0.546,442,4,4.0,2403.76,1.0,4.4,ADDRESS_ISSUE,PRO,STANDARD,TRANSFER
SHP423144362597,ORD46221917400,2025-07-22 00:39:00,Lanús,Ezeiza,CROSS_DOCK,Andreani,VAN,CANCELLED,18.84,0.459,5780,5,4.0,928.08,,,NONE,PARTICULAR,NEXT_DAY,CASH
SHP888976406449,ORD26732880111,2025-09-04 07:30:00,CABA,Ezeiza,CROSS_DOCK,Mercado Envíos,BIKE,IN_TRANSIT,30.34,5.321,4370,4,,1774.58,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP467965105378,ORD94547065495,2025-08-23 11:52:00,San Martín,San Isidro,FULFILLMENT,Correo Argentino,VAN,DELIVERED,35.74,1.654,1677,4,2.0,1310.26,1.0,5.0,NONE,PRO,STANDARD,CASH
SHP826341661961,ORD48670399981,2025-03-22 03:21:00,Hurlingham,Hurlingham,FULFILLMENT,Mercado Envíos,TRUCK,IN_SORTING,7.1,0.564,2161,7,,786.61,,,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP310972232526,ORD23854228007,2025-12-22 09:00:00,Quilmes,Ituzaingó,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,3.32,1.144,2179,10,2.0,998.7,1.0,4.1,NONE,PARTICULAR,NEXT_DAY,CREDIT_CARD
SHP232701652716,ORD12372233144,2025-01-13 22:44:00,La Plata,Tigre,CROSS_DOCK,Correo Argentino,VAN,DELIVERED,11.65,0.505,2443,1,2.0,1063.43,0.0,4.7,NONE,PRO,STANDARD,TRANSFER
SHP476386038548,ORD55246977424,2025-11-23 21:10:00,Vicente López,Florencio Varela,CROSS_DOCK,Andreani,MOTO,DELIVERED,16.13,1.376,3056,1,1.0,1134.81,1.0,4.0,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP586362381634,ORD64053724459,2025-01-16 19:00:00,La Plata,Avellaneda,FULFILLMENT,Mercado Envíos,BIKE,OUT_FOR_DELIVERY,49.57,1.12,2660,2,,1633.48,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP801466345621,ORD03250844105,2025-02-14 06:21:00,Avellanadaa,Hurlingham,FULFILLMENT,Mercado Envíos,TRUCK,OUT_FOR_DELIVERY,53.31,1.147,8131,2,,1746.02,,,NONE,PRO,NEXT_DAY,CASH
SHP267744975849,ORD75467311205,2025-11-17 04:01:00,Vicente López,Quilmes,FULFILLMENT,Mercado Envíos,TRUCK,IN_SORTING,53.9,2.058,2113,2,,1842.82,,,NONE,PARTICULAR,STANDARD,CASH
SHP447675259022,ORD83554092730,2025-05-19 22:40:00,San Miguel,CABA,,Mercado Envíos,TRUCK,DELIVERED,6.44,1.774,1647,2,1.0,602.89,1.0,4.8,NONE,PRO,STANDARD,DEBIT_CARD
SHP333355386578,ORD50542783847,2025-11-22 04:06:00,La Plata,Ituzaingó,SORTING_CENTER,Mercado Envíos,TRUCK,CANCELLED,56.77,3.234,17883,1,3.0,1772.75,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP068450590486,ORD77718908875,2025-05-28 16:02:00,Berazategui,San Isidro,CROSS_DOCK,OCA,TRUCK,DELIVERED,8.59,0.832,2019,1,3.0,639.36,0.0,5.0,NONE,PRO,ECONOMY,CREDIT_CARD
SHP252258321738,ORD48732666542,2025-12-21 23:54:00,Avellaneda,Merlo,FULFILLMENT,Urbano,VAN,DELIVERED,54.48,1.192,2738,2,2.0,1725.98,1.0,5.0,NONE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP195393832028,ORD25565136085,2025-08-24 01:35:00,Morón,San Isidro,DROP_OFF,Mercado Envíos,VAN,IN_SORTING,35.19,1.008,2220,2,,1578.46,,,NONE,PRO,NEXT_DAY,TRANSFER
SHP523284599269,ORD75683227354,2025-07-10 01:45:00,Quilmes,Pilar,FULFILLMENT,Andreani,TRUCK,IN_TRANSIT,15.44,5.033,806,10,,1712.62,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP550201504846,ORD91603854843,2025-04-11 03:40:00,La Plata,Avellaneda,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,65.72,0.623,4311,1,3.0,2112.85,0.0,4.2,NONE,PRO,ECONOMY,TRANSFER
SHP812479591263,ORD14571502905,2025-04-15 19:58:00,Morón,Quilmes,FULFILLMENT,Urbano,VAN,DELIVERED,86.87,3.02,3824,5,2.0,2623.66,1.0,,NONE,PARTICULAR,NEXT_DAY,CASH
SHP330227174542,ORD91520600477,2025-09-07 07:56:00,Lanus,Tigre,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,123.35,1.556,2429,3,5.0,2889.74,0.0,3.8,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP225202308398,ORD21176696448,2026-01-31 15:04:00,San Isidro,Hurlingham,CROSS_DOCK,Correo Argentino,VAN,IN_SORTING,81.43,,2194,2,,2159.51,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP362881834672,ORD14597171900,2025-04-04 23:22:00,Lomas de Zamora,Lomas de Zamora,FULFILLMENT,Correo Argentino,BIKE,IN_TRANSIT,67.73,1.616,3865,2,,2025.75,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP690697745152,ORD33155112864,2025-08-08 06:35:00,La Plata,Florencio Varela,FULFILLMENT,OCA,BIKE,DELIVERED,36.51,1.834,2931,3,2.0,1571.91,1.0,3.7,NONE,PRO,STANDARD,DEBIT_CARD
SHP816082191270,ORD16546165491,2025-10-25 08:47:00,Merlo,Vicente López,FULFILLMENT,Flash,MOTO,RETURNED,16.07,1.42,8051,2,3.0,1009.57,,,NONE,PRO,STANDARD,DEBIT_CARD
SHP366527203468,ORD30864766494,2025-12-05 13:34:00,Morón,Morón,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,22.32,0.953,12337,2,2.0,860.37,1.0,5.0,DAMAGED,PRO,STANDARD,CREDIT_CARD
SHP048178861845,ORD35827700112,2025-05-13 17:59:00,San Martin,Vicente López,DROP_OFF,Mercado Envíos,MOTO,IN_SORTING,37.49,0.368,6585,2,,1116.26,,,NONE,PARTICULAR,NEXT_DAY,DEBIT_CARD
SHP251265059458,ORD64416174284,2025-12-27 09:22:00,Avellaneda,Morón,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,31.93,1.931,4687,5,1.0,1608.22,1.0,2.8,NONE,PRO,STANDARD,CREDIT_CARD
SHP238822916024,ORD64478345333,2025-06-04 08:06:00,La Plata,San Miguel,FULFILLMENT,Correo Argentino,MOTO,DELIVERED,75.88,3.344,6741,3,3.0,,1.0,4.6,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP827697136908,ORD33947503238,2025-01-28 21:46:00, Lanús,Morón,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,47.17,1.46,5428,2,2.0,1392.68,1.0,5.0,NONE,PARTICULAR,NEXT_DAY,MERCADO_CREDITO
SHP586816663777,ORD95414521005,2025-10-09 01:05:00,La Plata,Tigre,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,35.45,0.564,1278,4,3.0,1345.22,1.0,4.1,NONE,PRO,STANDARD,CREDIT_CARD
SHP176298917193,ORD44234865420,2025-04-26 16:41:00,Vicente López,Merlo,DROP_OFF,Andreani,MOTO,DELIVERED,20.21,0.849,1294,1,1.0,838.94,1.0,4.7,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP970530157255,ORD33368970997,2025-11-01 01:10:00,Berazategui,Escobar,SORTING_CENTER,Mercado Envíos,BIKE,DELIVERED,47.59,0.882,2157,2,3.0,1113.53,0.0,4.3,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP375904358347,ORD16603214056,2025-08-22 15:03:00,Lomas de Zamora, Hurlingham,SORTING_CENTER,Urbano,VAN,CREATED,30.39,7.785,5811,2,,2043.38,,,NONE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP035100265119,ORD26143717424,2026-02-09 08:37:00,Capital Federal,San Martín,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,67.79,0.682,1914,10,2.0,1918.75,1.0,5.0,ADDRESS_ISSUE,PRO,STANDARD,CREDIT_CARD
SHP923561597326,ORD89499482607,2025-01-01 10:31:00,Ezeiza,Escobar,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,13.75,0.611,4373,2,1.0,892.55,1.0,,NONE,PRO,STANDARD,CREDIT_CARD
SHP878405192656,ORD65538923315,2025-12-14 17:02:00,Hurlingham,Avellaneda,FULFILLMENT,Mercado Envíos,MOTO,CANCELLED,17.97,0.934,2273,1,1.0,1022.19,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP020577318026,ORD21179441560,2025-08-28 09:30:00, La Plata,Hurlingham,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,11.46,2.903,8484,4,2.0,795.7,1.0,5.0,NONE,PRO,STANDARD,DEBIT_CARD
SHP932309179991,ORD51115856772,2025-02-27 03:56:00,La Plata,La Plata,FULFILLMENT,Correo Argentino,VAN,OUT_FOR_DELIVERY,18.55,0.611,4319,2,,1122.19,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP818248265091,ORD63191523665,2025-12-01 19:39:00,Merlo,SAN MARTIN,DROP_OFF,Flash,VAN,DELIVERED,44.17,0.871,2821,7,2.0,1713.22,1.0,4.2,NONE,PRO,SAME_DAY,DEBIT_CARD
SHP381944149540,ORD17411789460,2025-07-02 19:21:00,Lanús,Hurlingham,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,39.95,1.255,3599,1,2.0,1495.06,0.0,4.9,NONE,PARTICULAR,ECONOMY,DEBIT_CARD
SHP064900604332,ORD42397965405,2025-12-03 02:52:00,Ezeiza,Morón,SORTING_CENTER,Mercado Envíos,MOTO,IN_TRANSIT,30.78,0.516,1917,1,,1061.72,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP145029801719,ORD82131525787,2025-01-26 14:22:00,Lanús,La Plata,DROP_OFF,OCA,BIKE,DELIVERED,45.82,2.467,1410,1,3.0,1512.22,0.0,4.7,NONE,PRO,STANDARD,CREDIT_CARD
SHP897306174109,ORD03165830643,2026-02-13 11:44:00,Ezeiza,San Isidro,FULFILLMENT,Andreani,TRUCK,DELIVERED,10.75,0.814,5945,1,1.0,1204.89,1.0,5.0,NONE,PRO,SAME_DAY,MERCADO_CREDITO
SHP474633446472,ORD78161900804,2025-03-18 02:57:00,Avellaneda,Quilmes,DROP_OFF,Mercado Envíos,TRUCK,DELIVERED,51.11,1.726,3641,7,2.0,1699.67,1.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP844204941491,ORD85732889362,2026-02-21 06:55:00,Ituzaingó,Quilmes,SORTING_CENTER,Urbano,BIKE,DELIVERED,61.6,1.579,900,1,3.0,1604.31,0.0,5.0,NONE,PRO,STANDARD,TRANSFER
SHP866878026516,ORD15512390536,2025-08-05 15:56:00,Ituzaingó,Tigre,CROSS_DOCK,Urbano,MOTO,DELIVERED,13.73,0.752,4126,2,3.0,875.5,0.0,4.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP859083804116,ORD42235595218,2025-11-24 02:23:00,CABA, Lanús,CROSS_DOCK,Andreani,VAN,IN_SORTING,9.57,0.933,3454,4,,836.36,,,NONE,PRO,ECONOMY,CREDIT_CARD
SHP233606727883,ORD20640267274,2025-11-21 07:29:00,Avellaneda,San Martín,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,32.74,0.637,2316,1,3.0,1294.03,0.0,4.2,NONE,PARTICULAR,STANDARD,TRANSFER
SHP165484067452,ORD52358424917,2025-09-19 13:49:00,Morón,CABA,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,14.9,0.671,7541,1,1.0,753.0,1.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP712962530964,ORD47818097257,2025-01-23 12:25:00,Ezeiza,Merlo,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,43.37,2.458,2716,1,1.0,1785.97,1.0,4.5,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP293219041166,ORD82579573310,2025-09-01 05:21:00,Pilar,Ezeiza,FULFILLMENT,Urbano,TRUCK,PICKED_UP,16.72,0.729,1895,2,,839.31,,,NONE,PRO,STANDARD,TRANSFER
SHP664897980731,ORD06272288821,2025-06-07 16:02:00,Lomas de Zamora,Pilar,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,68.78,11.366,1454,5,2.0,3356.47,1.0,3.8,NONE,PRO,STANDARD,CREDIT_CARD
SHP305913685813,ORD93320617744,2025-07-25 12:51:00,La Plata,Florencio Varela,CROSS_DOCK,OCA,VAN,DELIVERED,31.38,0.617,4522,1,2.0,1191.41,0.0,4.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP026570174612,ORD98648404526,2025-11-06 23:20:00,San Isidro,Avellaneda,FULFILLMENT,Correo Argentino,TRUCK,IN_SORTING,70.04,0.229,7480,5,,1990.37,,,NONE,PRO,STANDARD,CASH
SHP594227800067,ORD89162645407,2025-03-28 02:25:00,CABA,Hurlingham,FULFILLMENT,Mercado Envíos,TRUCK,IN_TRANSIT,22.99,0.681,4955,3,,1198.13,,,NONE,PRO,SAME_DAY,MERCADO_CREDITO
SHP828363059869,ORD87992675046,2025-09-24 16:17:00,CABA,San Martín,CROSS_DOCK,Correo Argentino,BIKE,DELIVERED,9.06,1.502,2113,2,4.0,991.68,0.0,3.9,NONE,PRO,STANDARD,CREDIT_CARD
SHP468478517715,ORD87877609532,2026-02-19 02:53:00,Pilar,lanus,FULFILLMENT,OCA,MOTO,DELIVERED,10.78,0.876,3293,4,2.0,1073.65,1.0,4.2,NONE,PRO,ECONOMY,CASH
SHP046414298662,ORD89748731923,2025-05-14 12:37:00,Ciudad Autónoma de Buenos Aires,Quilmes,FULFILLMENT,Andreani,TRUCK,DELIVERED,32.17,0.879,5597,5,2.0,1235.26,1.0,4.1,NONE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP789183029015,ORD59565596043,2025-09-24 13:33:00, San Isidro,Lomas de Zamora,DROP_OFF,Andreani,MOTO,DELIVERED,22.05,0.764,1327,4,3.0,914.35,1.0,4.5,NONE,PRO,STANDARD,TRANSFER
SHP376414065785,ORD25417913317,2025-11-29 19:41:00,Merlo,Lanús,SORTING_CENTER,Mercado Envíos,VAN,IN_SORTING,28.79,2.324,3954,10,,1107.07,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP199617936806,ORD99427693749,2025-09-25 11:43:00,San Martín,Quilmes,FULFILLMENT,Andreani,TRUCK,DELIVERED,26.39,1.675,6242,1,1.0,1110.72,1.0,4.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP111640655200,ORD94222465874,2025-02-22 06:40:00,Avellaneda,Hurlingham,CROSS_DOCK,Mercado Envíos,MOTO,DELIVERED,39.11,6.138,4926,1,3.0,2093.55,0.0,5.0,NONE,PRO,STANDARD,TRANSFER
SHP702246735879,ORD84163806122,2025-04-09 19:16:00, Tigre,San Martín,SORTING_CENTER,Andreani,VAN,CANCELLED,114.08,0.858,5869,2,2.0,2896.31,,,NONE,PRO,STANDARD,DEBIT_CARD
SHP122598641928,ORD30698514635,2025-09-04 17:08:00,Hurlingham,CABA,CROSS_DOCK,Correo Argentino,AIR,DELIVERED,20.37,1.184,4085,2,3.0,1180.77,0.0,3.7,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP201392506052,ORD30132600381,2025-02-05 01:14:00,caba,Hurlingham,CROSS_DOCK,Urbano,VAN,DELIVERED,46.21,2.916,3080,3,1.0,1626.51,1.0,4.8,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP991405859729,ORD55289628880,2026-02-05 23:03:00,La Plata,Ezeiza,FULFILLMENT,Urbano,VAN,CANCELLED,24.35,1.178,6540,2,2.0,1283.58,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP544374055094,ORD13823007825,2025-01-28 07:41:00,Tigre,Merlo,SORTING_CENTER,Mercado Envíos,AIR,DELIVERED,33.19,1.423,2159,3,1.0,985.35,1.0,4.3,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP567742004557,ORD72826597648,2025-08-08 10:31:00,San Martín,Morón,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,42.67,2.332,5659,1,3.0,1654.41,0.0,5.0,DAMAGED,PRO,STANDARD,MERCADO_CREDITO
SHP235118002871,ORD48427384531,2026-02-10 12:53:00,,Pilar,CROSS_DOCK,Mercado Envíos,,PICKED_UP,42.7,4.43,2130,1,,1952.74,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP111870500542,ORD76811126139,2025-04-12 07:28:00,Tigre,CABA,SORTING_CENTER,Correo Argentino,VAN,IN_TRANSIT,75.96,0.895,11592,3,,1762.79,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP186211411867,ORD18603809157,2025-09-20 22:48:00, CABA,Florencio Varela,FULFILLMENT,Andreani,VAN,DELIVERED,32.42,1.47,3183,1,2.0,1388.57,0.0,3.3,NONE,PRO,STANDARD,CREDIT_CARD
SHP874206263749,ORD31362775278,2025-09-28 08:44:00,Avellaneda,Ezeiza,FULFILLMENT,Correo Argentino,MOTO,RETURNED,12.21,2.626,3589,4,2.0,923.25,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP192209969221,ORD96595372534,2025-08-12 15:20:00,Vicente López,Quilmes,FULFILLMENT,Andreani,MOTO,DELIVERED,36.02,0.912,8014,1,2.0,1286.85,0.0,4.8,NONE,PRO,ECONOMY,DEBIT_CARD
SHP296417788378,ORD01622192245,2025-05-19 11:35:00,CABA,San Martin,SORTING_CENTER,Mercado Envíos,BIKE,DELIVERED,47.8,1.246,9402,4,2.0,1730.12,1.0,4.4,NONE,PARTICULAR,ECONOMY,MERCADO_CREDITO
SHP444434215448,ORD10729296669,2025-10-07 01:07:00,Morón,Ezeiza,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,34.76,1.55,1162,1,3.0,1227.18,0.0,5.0,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP604340537742,ORD73570300879,2025-10-13 11:38:00,Avellaneda,San Isidro,FULFILLMENT,Urbano,VAN,IN_SORTING,10.22,2.062,3826,5,,1092.2,,,NONE,PARTICULAR,NEXT_DAY,CREDIT_CARD
SHP632988893312,ORD26725620808,2025-09-07 03:58:00,Merlo,CABA,FULFILLMENT,Correo Argentino,BIKE,IN_TRANSIT,20.59,1.795,2915,1,,1119.78,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP277210277125,ORD14584870729,2025-11-18 12:42:00,CABA,Hurlingham,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,68.13,0.457,4118,5,2.0,1931.83,1.0,5.0,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP156502615128,ORD19639244726,2025-11-13 01:34:00,Morón,Avellaneda,SORTING_CENTER,Mercado Envíos,TRUCK,DELIVERED,43.04,0.991,8094,4,2.0,1455.66,1.0,4.4,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP609496763508,ORD49697584096,2025-03-19 16:16:00,Hurlingham,Lanus,SORTING_CENTER,OCA,VAN,DELIVERED,58.32,1.254,1133,5,1.0,1849.08,1.0,4.6,NONE,PRO,STANDARD,CREDIT_CARD
